downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-000586,MCH-004,2025-04-29,Unplanned Breakdown,1.27,242.37,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000587,MCH-004,2024-10-16,Unplanned Breakdown,2.3,206.8,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000588,MCH-004,2024-08-28,Unplanned Breakdown,2.16,270.57,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000589,MCH-004,2024-02-09,Unplanned Breakdown,2.87,306.33,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000590,MCH-004,2024-12-02,Unplanned Breakdown,2.85,173.87,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000591,MCH-004,2025-10-30,Unplanned Breakdown,1.55,247.46,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000592,MCH-004,2024-05-01,Unplanned Breakdown,2.94,213.81,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000593,MCH-004,2025-03-17,Unplanned Breakdown,1.08,319.25,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000594,MCH-004,2025-09-22,Unplanned Breakdown,3.51,410.16,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000595,MCH-004,2025-04-29,Unplanned Breakdown,2.64,161.74,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000596,MCH-004,2024-02-27,Unplanned Breakdown,2.03,335.92,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000597,MCH-004,2024-06-11,Unplanned Breakdown,3.07,175.23,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000598,MCH-004,2025-12-10,Unplanned Breakdown,2.44,369.48,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000599,MCH-004,2025-08-08,Unplanned Breakdown,2.48,193.05,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000600,MCH-004,2025-11-12,Unplanned Breakdown,1.5,296.0,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000601,MCH-004,2025-01-22,Unplanned Breakdown,3.21,349.2,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000602,MCH-004,2025-09-19,Unplanned Breakdown,1.22,146.57,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000603,MCH-004,2025-10-21,Unplanned Breakdown,2.29,327.35,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000604,MCH-004,2024-09-06,Tooling Change,0.26,6.6,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000605,MCH-004,2025-06-10,Tooling Change,0.36,9.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000606,MCH-004,2024-03-29,Tooling Change,0.5,12.67,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000607,MCH-004,2024-06-27,Tooling Change,0.34,8.74,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000608,MCH-004,2024-12-17,Tooling Change,0.45,11.6,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000609,MCH-004,2024-02-28,Tooling Change,0.34,8.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000610,MCH-004,2024-11-27,Tooling Change,0.33,8.39,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000611,MCH-004,2025-03-31,Tooling Change,0.32,8.03,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000612,MCH-004,2024-09-19,Tooling Change,0.36,9.11,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000613,MCH-004,2025-03-07,Tooling Change,0.41,10.53,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000614,MCH-004,2024-07-29,Tooling Change,0.33,8.39,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000615,MCH-004,2024-06-10,Tooling Change,0.48,12.14,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000616,MCH-004,2025-03-04,Tooling Change,0.34,8.57,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000617,MCH-004,2025-07-11,Tooling Change,0.45,11.6,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000618,MCH-004,2025-01-07,Tooling Change,0.29,7.32,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000619,MCH-004,2024-02-06,Tooling Change,0.32,8.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000620,MCH-004,2025-05-13,Tooling Change,0.29,7.5,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000621,MCH-004,2025-08-12,Tooling Change,0.32,8.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000622,MCH-004,2025-06-03,Tooling Change,0.35,8.92,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000623,MCH-004,2025-02-03,Tooling Change,0.45,11.6,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000624,MCH-004,2024-02-28,Tooling Change,0.41,10.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000625,MCH-004,2024-03-13,Tooling Change,0.35,8.92,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000626,MCH-004,2025-12-09,Tooling Change,0.34,8.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000627,MCH-004,2024-05-15,Tooling Change,0.4,10.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000628,MCH-004,2024-09-04,Tooling Change,0.27,6.78,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000629,MCH-004,2025-07-22,Tooling Change,0.4,10.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000630,MCH-004,2025-01-29,Tooling Change,0.43,10.88,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000631,MCH-004,2025-02-06,Tooling Change,0.25,6.43,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000632,MCH-004,2024-11-07,Tooling Change,0.18,4.47,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000633,MCH-004,2024-03-20,Tooling Change,0.52,13.38,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000634,MCH-004,2024-04-11,Tooling Change,0.24,6.07,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000635,MCH-004,2025-12-11,Tooling Change,0.53,13.57,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000636,MCH-004,2025-03-25,Tooling Change,0.32,8.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000637,MCH-004,2025-11-20,Tooling Change,0.54,13.75,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000638,MCH-004,2024-04-23,Tooling Change,0.29,7.5,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000639,MCH-004,2025-02-28,Tooling Change,0.36,9.11,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000640,MCH-004,2024-10-04,Tooling Change,0.32,8.21,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000641,MCH-004,2025-11-10,Tooling Change,0.37,9.46,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000642,MCH-004,2025-08-07,Tooling Change,0.33,8.39,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000643,MCH-004,2024-08-13,Tooling Change,0.39,10.0,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000644,MCH-004,2024-03-27,Tooling Change,0.36,9.11,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000645,MCH-004,2025-02-11,Tooling Change,0.39,10.0,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000646,MCH-004,2024-03-08,Tooling Change,0.18,4.47,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000647,MCH-004,2024-01-04,Tooling Change,0.21,5.36,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000648,MCH-004,2025-05-26,Tooling Change,0.44,11.24,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000649,MCH-004,2025-11-03,Tooling Change,0.35,8.92,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000650,MCH-004,2025-03-10,Tooling Change,0.36,9.11,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000651,MCH-004,2025-01-28,Tooling Change,0.23,5.89,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000652,MCH-004,2024-09-02,Tooling Change,0.28,7.14,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000653,MCH-004,2025-04-16,Tooling Change,0.48,12.31,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000654,MCH-004,2024-05-10,Tooling Change,0.23,5.89,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000655,MCH-004,2025-07-15,Tooling Change,0.32,8.03,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000656,MCH-004,2025-07-22,Tooling Change,0.34,8.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000657,MCH-004,2024-06-14,Tooling Change,0.32,8.21,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000658,MCH-004,2024-12-26,Tooling Change,0.5,12.85,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000659,MCH-004,2025-08-11,Tooling Change,0.4,10.17,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000660,MCH-004,2024-06-27,Tooling Change,0.26,6.6,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000661,MCH-004,2025-02-12,Tooling Change,0.41,10.35,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000662,MCH-004,2025-10-15,Tooling Change,0.3,7.67,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000663,MCH-004,2024-04-04,Tooling Change,0.33,8.39,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000664,MCH-004,2024-02-16,Tooling Change,0.48,12.14,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000665,MCH-004,2024-01-15,Tooling Change,0.35,8.92,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000666,MCH-004,2024-02-15,Tooling Change,0.4,10.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000667,MCH-004,2025-11-26,Tooling Change,0.42,10.71,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000668,MCH-004,2025-08-08,Tooling Change,0.44,11.24,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000669,MCH-004,2024-07-02,Tooling Change,0.27,6.78,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000670,MCH-004,2024-07-23,Tooling Change,0.46,11.78,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000671,MCH-004,2025-05-22,Tooling Change,0.27,6.78,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000672,MCH-004,2024-03-04,Tooling Change,0.49,12.5,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000673,MCH-004,2025-09-08,Tooling Change,0.45,11.6,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000674,MCH-004,2025-10-13,Tooling Change,0.51,13.03,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000675,MCH-004,2025-01-17,Tooling Change,0.36,9.28,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000676,MCH-004,2025-01-07,Tooling Change,0.18,4.47,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000677,MCH-004,2024-04-02,Tooling Change,0.43,10.88,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000678,MCH-004,2025-03-14,Tooling Change,0.37,9.46,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000679,MCH-004,2024-09-10,Material Shortage,1.95,49.8,Night (10PM-6AM),False,Waiting for material delivery
DT-000680,MCH-004,2025-01-14,Material Shortage,3.18,81.21,Night (10PM-6AM),False,Waiting for material delivery
DT-000681,MCH-004,2024-09-17,Material Shortage,2.95,75.15,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-000682,MCH-004,2025-11-24,Material Shortage,1.11,28.38,Night (10PM-6AM),False,Waiting for material delivery
DT-000683,MCH-004,2025-08-26,Quality Hold,1.26,32.13,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000684,MCH-004,2024-01-08,Quality Hold,0.92,23.56,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000685,MCH-004,2024-09-09,Quality Hold,0.8,20.35,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000686,MCH-004,2024-11-19,Quality Hold,1.87,47.66,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000687,MCH-004,2025-09-08,Quality Hold,1.18,29.99,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000688,MCH-004,2024-05-29,Quality Hold,1.12,28.56,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000689,MCH-004,2024-08-01,Quality Hold,1.01,25.7,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000690,MCH-004,2024-02-21,Quality Hold,1.17,29.81,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000691,MCH-004,2024-05-15,Quality Hold,1.21,30.88,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000692,MCH-004,2025-06-25,Quality Hold,0.64,16.25,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000693,MCH-004,2024-04-19,Quality Hold,0.95,24.28,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000694,MCH-004,2024-01-31,Quality Hold,0.83,21.06,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000695,MCH-004,2024-10-04,Quality Hold,1.46,37.3,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000696,MCH-004,2024-09-24,Calibration,1.14,29.09,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000697,MCH-004,2024-02-16,Calibration,1.26,32.13,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000698,MCH-004,2024-05-27,Calibration,1.14,29.09,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000699,MCH-004,2024-09-09,Calibration,0.89,22.67,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000700,MCH-004,2025-02-06,Calibration,0.78,19.82,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000701,MCH-004,2024-11-07,Calibration,0.41,10.35,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000702,MCH-004,2025-01-15,Calibration,0.45,11.6,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000703,MCH-004,2024-01-22,Calibration,0.69,17.49,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000704,MCH-004,2024-05-17,Calibration,0.36,9.28,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000705,MCH-004,2025-01-09,Calibration,0.62,15.71,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000706,MCH-004,2025-09-02,Calibration,0.9,22.85,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000707,MCH-004,2024-02-28,Calibration,0.86,21.95,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000708,MCH-004,2024-07-10,Calibration,0.96,24.46,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000709,MCH-004,2025-01-21,Calibration,0.97,24.63,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000710,MCH-004,2024-07-05,Calibration,0.83,21.06,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000711,MCH-004,2024-06-24,Calibration,0.22,5.71,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000712,MCH-005,2024-05-20,Planned Maintenance,1.21,27.24,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000713,MCH-005,2025-04-30,Planned Maintenance,1.71,38.43,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000714,MCH-005,2025-01-29,Planned Maintenance,1.5,33.87,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000715,MCH-005,2024-12-24,Planned Maintenance,1.72,38.58,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000716,MCH-005,2025-04-21,Planned Maintenance,1.15,25.98,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000717,MCH-005,2024-12-03,Planned Maintenance,1.88,42.21,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000718,MCH-005,2024-09-23,Planned Maintenance,1.72,38.58,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000719,MCH-005,2024-11-08,Planned Maintenance,1.62,36.39,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000720,MCH-005,2025-06-20,Planned Maintenance,1.14,25.67,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000721,MCH-005,2024-09-17,Planned Maintenance,1.04,23.46,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000722,MCH-005,2025-03-12,Planned Maintenance,0.52,11.82,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000723,MCH-005,2024-06-12,Planned Maintenance,1.27,28.51,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000724,MCH-005,2024-05-22,Planned Maintenance,1.64,36.85,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000725,MCH-005,2025-03-20,Planned Maintenance,1.62,36.39,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000726,MCH-005,2024-04-18,Planned Maintenance,0.57,12.92,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000727,MCH-005,2025-12-01,Planned Maintenance,1.9,42.84,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000728,MCH-005,2025-04-21,Planned Maintenance,2.28,51.18,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000729,MCH-005,2024-03-06,Planned Maintenance,1.09,24.57,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000730,MCH-005,2024-01-29,Planned Maintenance,1.94,43.62,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000731,MCH-005,2024-12-13,Planned Maintenance,1.45,32.6,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000732,MCH-005,2024-06-28,Planned Maintenance,1.78,40.17,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000733,MCH-005,2024-07-22,Planned Maintenance,1.36,30.72,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000734,MCH-005,2024-09-19,Planned Maintenance,2.26,50.87,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000735,MCH-005,2024-10-30,Planned Maintenance,1.03,23.15,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000736,MCH-005,2025-10-16,Planned Maintenance,0.82,18.42,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000737,MCH-005,2024-06-07,Planned Maintenance,1.61,36.22,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000738,MCH-005,2025-03-24,Planned Maintenance,1.07,24.09,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000739,MCH-005,2025-10-01,Planned Maintenance,0.71,16.06,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000740,MCH-005,2024-08-16,Planned Maintenance,1.43,32.28,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000741,MCH-005,2025-12-12,Planned Maintenance,1.05,23.62,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000742,MCH-005,2024-07-17,Unplanned Breakdown,2.34,161.2,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000743,MCH-005,2025-10-09,Unplanned Breakdown,2.12,123.85,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000744,MCH-005,2025-07-21,Unplanned Breakdown,1.76,208.7,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000745,MCH-005,2025-01-24,Unplanned Breakdown,1.81,218.4,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000746,MCH-005,2024-09-23,Unplanned Breakdown,1.99,250.94,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000747,MCH-005,2024-04-24,Unplanned Breakdown,2.09,224.22,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000748,MCH-005,2024-05-10,Unplanned Breakdown,2.6,300.45,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000749,MCH-005,2025-08-08,Unplanned Breakdown,2.02,159.29,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000750,MCH-005,2024-11-14,Unplanned Breakdown,1.88,169.9,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000751,MCH-005,2024-08-06,Unplanned Breakdown,2.88,286.85,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000752,MCH-005,2024-07-16,Unplanned Breakdown,2.6,171.1,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000753,MCH-005,2025-03-28,Unplanned Breakdown,3.52,203.93,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000754,MCH-005,2025-12-30,Tooling Change,0.37,8.34,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000755,MCH-005,2024-01-08,Tooling Change,0.18,3.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000756,MCH-005,2024-01-11,Tooling Change,0.35,7.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000757,MCH-005,2025-10-31,Tooling Change,0.51,11.5,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000758,MCH-005,2024-07-12,Tooling Change,0.31,6.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000759,MCH-005,2025-10-02,Tooling Change,0.2,4.56,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000760,MCH-005,2025-06-02,Tooling Change,0.18,3.93,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000761,MCH-005,2024-08-08,Tooling Change,0.44,9.92,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000762,MCH-005,2024-01-29,Tooling Change,0.34,7.56,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000763,MCH-005,2025-01-23,Tooling Change,0.44,9.92,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000764,MCH-005,2025-08-11,Tooling Change,0.2,4.56,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000765,MCH-005,2024-08-23,Tooling Change,0.29,6.45,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000766,MCH-005,2025-04-21,Tooling Change,0.48,10.71,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000767,MCH-005,2025-02-17,Tooling Change,0.38,8.5,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000768,MCH-005,2024-12-16,Tooling Change,0.33,7.4,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000769,MCH-005,2025-06-18,Tooling Change,0.27,5.98,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000770,MCH-005,2024-09-02,Tooling Change,0.3,6.77,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000771,MCH-005,2025-08-11,Tooling Change,0.37,8.34,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000772,MCH-005,2025-12-16,Tooling Change,0.31,6.93,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000773,MCH-005,2024-04-19,Tooling Change,0.24,5.52,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000774,MCH-005,2025-04-04,Tooling Change,0.45,10.08,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000775,MCH-005,2025-05-09,Tooling Change,0.33,7.4,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000776,MCH-005,2024-10-23,Tooling Change,0.19,4.26,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000777,MCH-005,2024-01-05,Tooling Change,0.41,9.3,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000778,MCH-005,2025-09-03,Tooling Change,0.39,8.82,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000779,MCH-005,2024-08-23,Tooling Change,0.28,6.3,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000780,MCH-005,2024-12-13,Tooling Change,0.39,8.82,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000781,MCH-005,2024-05-10,Tooling Change,0.43,9.76,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000782,MCH-005,2024-12-11,Tooling Change,0.24,5.52,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000783,MCH-005,2024-04-16,Tooling Change,0.2,4.41,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000784,MCH-005,2024-10-07,Tooling Change,0.37,8.34,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000785,MCH-005,2024-04-22,Tooling Change,0.53,11.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000786,MCH-005,2025-06-27,Tooling Change,0.2,4.41,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000787,MCH-005,2025-11-17,Tooling Change,0.4,8.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000788,MCH-005,2025-10-09,Tooling Change,0.38,8.67,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000789,MCH-005,2024-11-12,Tooling Change,0.39,8.82,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000790,MCH-005,2025-02-14,Tooling Change,0.36,8.19,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000791,MCH-005,2024-11-05,Tooling Change,0.25,5.67,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000792,MCH-005,2025-11-26,Tooling Change,0.42,9.45,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000793,MCH-005,2025-12-03,Tooling Change,0.38,8.5,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000794,MCH-005,2024-07-25,Tooling Change,0.38,8.5,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000795,MCH-005,2025-10-22,Tooling Change,0.35,7.87,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000796,MCH-005,2025-06-26,Tooling Change,0.29,6.45,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000797,MCH-005,2025-06-11,Tooling Change,0.59,13.23,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000798,MCH-005,2025-12-02,Tooling Change,0.35,7.87,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000799,MCH-005,2025-03-14,Tooling Change,0.38,8.67,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000800,MCH-005,2025-07-16,Tooling Change,0.55,12.44,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000801,MCH-005,2025-06-05,Tooling Change,0.27,6.15,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000802,MCH-005,2025-11-28,Tooling Change,0.41,9.14,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000803,MCH-005,2024-03-06,Tooling Change,0.36,8.03,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000804,MCH-005,2025-01-10,Tooling Change,0.18,3.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000805,MCH-005,2025-03-14,Tooling Change,0.46,10.4,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000806,MCH-005,2024-02-22,Tooling Change,0.41,9.3,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000807,MCH-005,2025-09-22,Tooling Change,0.18,3.93,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000808,MCH-005,2025-12-19,Tooling Change,0.33,7.4,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000809,MCH-005,2025-02-03,Tooling Change,0.55,12.44,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000810,MCH-005,2024-12-18,Tooling Change,0.33,7.4,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000811,MCH-005,2024-08-21,Tooling Change,0.3,6.77,Morning (6AM-2PM),False,Tool replacement for new job setup
