job_order_id,product_id,product_name,customer_id,order_date,due_date,priority,quantity,status
JOB-00597,PRD-001,Hydraulic Valve Body,CUS-007,2024-10-04,2024-10-18,Standard,28,Completed
JOB-00598,PRD-008,Sensor Bracket,CUS-007,2025-12-04,2025-12-18,Standard,70,Completed
JOB-00599,PRD-008,Sensor Bracket,CUS-001,2024-04-26,2024-05-10,Rush,7,Completed
JOB-00600,PRD-004,Motor Shaft,CUS-004,2025-01-28,2025-02-11,Standard,7,Completed
JOB-00601,PRD-005,Control Panel Frame,CUS-008,2025-10-16,2025-10-30,Standard,2,Completed
JOB-00602,PRD-002,Gear Assembly,CUS-006,2025-01-17,2025-01-31,Standard,14,Completed
JOB-00603,PRD-001,Hydraulic Valve Body,CUS-004,2025-09-23,2025-09-30,Rush,70,Completed
JOB-00604,PRD-007,Manifold Block,CUS-005,2024-12-19,2025-01-02,Standard,14,Completed
JOB-00605,PRD-001,Hydraulic Valve Body,CUS-002,2025-05-13,2025-05-27,Standard,14,Completed
JOB-00606,PRD-008,Sensor Bracket,CUS-004,2024-06-17,2024-06-24,Rush,7,Completed
JOB-00607,PRD-004,Motor Shaft,CUS-007,2025-05-16,2025-05-23,Rush,70,Completed
JOB-00608,PRD-003,Pump Housing,CUS-004,2024-10-22,2024-10-29,Rush,7,Completed
JOB-00609,PRD-001,Hydraulic Valve Body,CUS-003,2025-02-05,2025-02-19,Standard,2,Completed
JOB-00610,PRD-006,Bearing Cap,CUS-005,2025-02-21,2025-02-24,Critical,7,Completed
JOB-00611,PRD-005,Control Panel Frame,CUS-003,2024-05-15,2024-05-18,Critical,1,Completed
JOB-00612,PRD-007,Manifold Block,CUS-003,2025-01-30,2025-02-02,Critical,2,Completed
JOB-00613,PRD-003,Pump Housing,CUS-004,2025-04-04,2025-04-18,Standard,1,Completed
JOB-00614,PRD-007,Manifold Block,CUS-007,2025-01-20,2025-02-03,Standard,7,Completed
JOB-00615,PRD-007,Manifold Block,CUS-007,2024-05-13,2024-05-27,Standard,14,Completed
JOB-00616,PRD-005,Control Panel Frame,CUS-008,2025-06-11,2025-06-18,Rush,7,Completed
JOB-00617,PRD-008,Sensor Bracket,CUS-002,2024-01-03,2024-01-17,Rush,7,Completed
JOB-00618,PRD-008,Sensor Bracket,CUS-002,2025-05-27,2025-06-10,Rush,70,Completed
JOB-00619,PRD-007,Manifold Block,CUS-004,2025-09-05,2025-09-19,Standard,28,Completed
JOB-00620,PRD-008,Sensor Bracket,CUS-006,2025-02-10,2025-02-24,Rush,14,Completed
JOB-00621,PRD-003,Pump Housing,CUS-006,2025-11-25,2025-12-02,Rush,7,Completed
JOB-00622,PRD-001,Hydraulic Valve Body,CUS-001,2025-10-20,2025-11-03,Standard,28,Completed
JOB-00623,PRD-002,Gear Assembly,CUS-008,2024-08-13,2024-08-16,Critical,2,Completed
JOB-00624,PRD-008,Sensor Bracket,CUS-004,2025-09-04,2025-09-18,Standard,7,Completed
JOB-00625,PRD-003,Pump Housing,CUS-003,2025-03-07,2025-03-10,Critical,70,Completed
JOB-00626,PRD-005,Control Panel Frame,CUS-005,2025-05-30,2025-06-13,Standard,14,Completed
JOB-00627,PRD-002,Gear Assembly,CUS-001,2024-08-23,2024-09-06,Rush,14,Completed
JOB-00628,PRD-007,Manifold Block,CUS-007,2024-11-29,2024-12-06,Rush,14,Completed
JOB-00629,PRD-002,Gear Assembly,CUS-004,2024-01-02,2024-01-09,Rush,14,Completed
JOB-00630,PRD-008,Sensor Bracket,CUS-008,2024-11-19,2024-12-03,Standard,7,Completed
JOB-00631,PRD-001,Hydraulic Valve Body,CUS-002,2025-05-06,2025-05-20,Standard,2,Completed
JOB-00632,PRD-007,Manifold Block,CUS-002,2025-11-14,2025-11-21,Rush,7,Completed
JOB-00633,PRD-004,Motor Shaft,CUS-002,2024-05-24,2024-06-07,Standard,2,Completed
JOB-00634,PRD-006,Bearing Cap,CUS-003,2025-03-04,2025-03-18,Standard,28,Completed
JOB-00635,PRD-007,Manifold Block,CUS-003,2024-07-09,2024-07-16,Rush,7,Completed
JOB-00636,PRD-002,Gear Assembly,CUS-003,2024-01-11,2024-01-25,Standard,14,Completed
JOB-00637,PRD-008,Sensor Bracket,CUS-003,2024-10-31,2024-11-14,Standard,28,Completed
JOB-00638,PRD-007,Manifold Block,CUS-004,2025-09-25,2025-10-02,Rush,28,Completed
JOB-00639,PRD-002,Gear Assembly,CUS-002,2024-07-18,2024-07-25,Rush,7,Completed
JOB-00640,PRD-007,Manifold Block,CUS-006,2025-09-05,2025-09-19,Standard,7,Completed
JOB-00641,PRD-003,Pump Housing,CUS-004,2024-04-30,2024-05-14,Standard,70,Completed
JOB-00642,PRD-005,Control Panel Frame,CUS-005,2024-02-07,2024-02-14,Rush,14,Completed
JOB-00643,PRD-004,Motor Shaft,CUS-004,2025-12-30,2026-01-13,Standard,28,Completed
JOB-00644,PRD-007,Manifold Block,CUS-004,2024-03-18,2024-04-01,Rush,70,Completed
JOB-00645,PRD-008,Sensor Bracket,CUS-008,2024-12-10,2024-12-24,Standard,28,Completed
JOB-00646,PRD-002,Gear Assembly,CUS-006,2024-01-17,2024-01-31,Rush,2,Completed
JOB-00647,PRD-006,Bearing Cap,CUS-006,2025-08-25,2025-09-08,Rush,14,Completed
JOB-00648,PRD-003,Pump Housing,CUS-001,2024-04-12,2024-04-19,Rush,2,Completed
JOB-00649,PRD-002,Gear Assembly,CUS-001,2024-11-04,2024-11-18,Rush,14,Completed
JOB-00650,PRD-001,Hydraulic Valve Body,CUS-005,2025-07-23,2025-07-26,Critical,70,Completed
JOB-00651,PRD-007,Manifold Block,CUS-002,2025-07-29,2025-08-12,Standard,14,Completed
JOB-00652,PRD-003,Pump Housing,CUS-002,2025-03-19,2025-04-02,Rush,7,Completed
JOB-00653,PRD-004,Motor Shaft,CUS-006,2024-08-09,2024-08-12,Critical,1,Completed
JOB-00654,PRD-007,Manifold Block,CUS-005,2024-04-03,2024-04-10,Rush,70,Completed
JOB-00655,PRD-007,Manifold Block,CUS-001,2024-12-06,2024-12-13,Rush,2,Completed
JOB-00656,PRD-004,Motor Shaft,CUS-002,2025-09-12,2025-09-26,Standard,1,Completed
JOB-00657,PRD-008,Sensor Bracket,CUS-005,2024-03-19,2024-04-02,Standard,2,Completed
JOB-00658,PRD-003,Pump Housing,CUS-001,2024-07-15,2024-07-29,Rush,1,Completed
JOB-00659,PRD-003,Pump Housing,CUS-005,2025-05-12,2025-05-26,Rush,7,Completed
JOB-00660,PRD-003,Pump Housing,CUS-002,2025-01-20,2025-02-03,Standard,14,Completed
JOB-00661,PRD-001,Hydraulic Valve Body,CUS-005,2025-09-05,2025-09-19,Standard,7,Completed
JOB-00662,PRD-002,Gear Assembly,CUS-008,2024-04-18,2024-05-02,Standard,1,Completed
JOB-00663,PRD-008,Sensor Bracket,CUS-008,2024-03-19,2024-04-02,Rush,2,Completed
JOB-00664,PRD-003,Pump Housing,CUS-002,2024-12-31,2025-01-14,Standard,7,Completed
JOB-00665,PRD-002,Gear Assembly,CUS-001,2025-12-30,2026-01-13,Standard,1,Completed
JOB-00666,PRD-001,Hydraulic Valve Body,CUS-004,2024-01-17,2024-01-20,Critical,14,Completed
JOB-00667,PRD-001,Hydraulic Valve Body,CUS-003,2025-07-02,2025-07-16,Standard,2,Completed
JOB-00668,PRD-003,Pump Housing,CUS-007,2024-02-20,2024-02-23,Critical,7,Completed
JOB-00669,PRD-004,Motor Shaft,CUS-006,2025-08-19,2025-09-02,Standard,7,Completed
JOB-00670,PRD-005,Control Panel Frame,CUS-002,2025-06-17,2025-06-24,Rush,7,Completed
JOB-00671,PRD-001,Hydraulic Valve Body,CUS-007,2024-03-06,2024-03-20,Rush,1,Completed
JOB-00672,PRD-002,Gear Assembly,CUS-005,2025-02-07,2025-02-14,Rush,2,Completed
JOB-00673,PRD-006,Bearing Cap,CUS-001,2025-10-15,2025-10-29,Standard,28,Completed
JOB-00674,PRD-006,Bearing Cap,CUS-004,2025-03-11,2025-03-25,Standard,1,Completed
JOB-00675,PRD-008,Sensor Bracket,CUS-004,2025-12-08,2025-12-22,Standard,14,Completed
JOB-00676,PRD-004,Motor Shaft,CUS-001,2025-08-08,2025-08-22,Standard,7,Completed
JOB-00677,PRD-004,Motor Shaft,CUS-006,2024-01-12,2024-01-26,Standard,7,Completed
JOB-00678,PRD-001,Hydraulic Valve Body,CUS-005,2025-06-23,2025-06-30,Rush,7,Completed
JOB-00679,PRD-002,Gear Assembly,CUS-007,2024-12-05,2024-12-19,Rush,28,Completed
JOB-00680,PRD-008,Sensor Bracket,CUS-005,2024-07-22,2024-07-25,Critical,28,Completed
JOB-00681,PRD-002,Gear Assembly,CUS-007,2024-11-27,2024-12-11,Standard,7,Completed
JOB-00682,PRD-006,Bearing Cap,CUS-002,2024-04-30,2024-05-14,Rush,7,Completed
JOB-00683,PRD-003,Pump Housing,CUS-002,2025-07-17,2025-07-24,Rush,2,Completed
JOB-00684,PRD-001,Hydraulic Valve Body,CUS-004,2024-07-04,2024-07-18,Rush,7,Completed
JOB-00685,PRD-005,Control Panel Frame,CUS-007,2025-03-26,2025-04-09,Standard,14,Completed
JOB-00686,PRD-006,Bearing Cap,CUS-004,2025-01-23,2025-02-06,Standard,2,Completed
JOB-00687,PRD-002,Gear Assembly,CUS-002,2024-07-12,2024-07-15,Critical,7,Completed
JOB-00688,PRD-003,Pump Housing,CUS-008,2025-10-06,2025-10-20,Standard,70,Completed
JOB-00689,PRD-006,Bearing Cap,CUS-004,2025-05-27,2025-06-10,Rush,1,Completed
JOB-00690,PRD-008,Sensor Bracket,CUS-002,2025-01-14,2025-01-28,Standard,7,Completed
JOB-00691,PRD-002,Gear Assembly,CUS-001,2025-03-11,2025-03-25,Standard,14,Completed
JOB-00692,PRD-004,Motor Shaft,CUS-003,2025-04-14,2025-04-21,Rush,2,Completed
JOB-00693,PRD-002,Gear Assembly,CUS-007,2025-05-23,2025-05-30,Rush,1,Completed
JOB-00694,PRD-001,Hydraulic Valve Body,CUS-003,2025-01-07,2025-01-14,Rush,2,Completed
JOB-00695,PRD-001,Hydraulic Valve Body,CUS-004,2025-10-09,2025-10-12,Critical,70,Completed
JOB-00696,PRD-002,Gear Assembly,CUS-002,2024-07-18,2024-08-01,Rush,1,Completed
JOB-00697,PRD-001,Hydraulic Valve Body,CUS-003,2024-11-13,2024-11-27,Rush,2,Completed
JOB-00698,PRD-004,Motor Shaft,CUS-002,2025-06-17,2025-06-24,Rush,1,Completed
JOB-00699,PRD-005,Control Panel Frame,CUS-001,2024-04-16,2024-04-19,Critical,2,Completed
JOB-00700,PRD-002,Gear Assembly,CUS-003,2025-09-26,2025-10-10,Standard,14,Completed
JOB-00701,PRD-002,Gear Assembly,CUS-002,2025-04-18,2025-04-21,Critical,2,Completed
JOB-00702,PRD-001,Hydraulic Valve Body,CUS-003,2024-03-12,2024-03-15,Critical,14,Completed
JOB-00703,PRD-007,Manifold Block,CUS-008,2025-07-18,2025-07-21,Critical,14,Completed
JOB-00704,PRD-001,Hydraulic Valve Body,CUS-003,2025-09-02,2025-09-16,Standard,28,Completed
JOB-00705,PRD-006,Bearing Cap,CUS-005,2024-09-24,2024-10-08,Standard,1,Completed
JOB-00706,PRD-005,Control Panel Frame,CUS-001,2024-07-31,2024-08-14,Rush,28,Completed
JOB-00707,PRD-004,Motor Shaft,CUS-007,2025-12-15,2025-12-29,Standard,14,Completed
JOB-00708,PRD-008,Sensor Bracket,CUS-007,2025-02-04,2025-02-18,Standard,2,Completed
JOB-00709,PRD-003,Pump Housing,CUS-001,2024-12-23,2025-01-06,Rush,28,Completed
JOB-00710,PRD-007,Manifold Block,CUS-008,2025-05-28,2025-06-04,Rush,28,Completed
JOB-00711,PRD-008,Sensor Bracket,CUS-006,2025-12-19,2026-01-02,Rush,7,Completed
JOB-00712,PRD-007,Manifold Block,CUS-006,2024-02-06,2024-02-20,Rush,70,Completed
JOB-00713,PRD-004,Motor Shaft,CUS-001,2025-02-05,2025-02-19,Standard,7,Completed
JOB-00714,PRD-008,Sensor Bracket,CUS-003,2024-11-28,2024-12-12,Standard,14,Completed
JOB-00715,PRD-002,Gear Assembly,CUS-005,2024-12-10,2024-12-24,Standard,70,Completed
JOB-00716,PRD-001,Hydraulic Valve Body,CUS-007,2024-11-08,2024-11-15,Rush,7,Completed
JOB-00717,PRD-006,Bearing Cap,CUS-003,2024-09-04,2024-09-11,Rush,28,Completed
JOB-00718,PRD-004,Motor Shaft,CUS-001,2025-05-28,2025-06-11,Standard,7,Completed
JOB-00719,PRD-006,Bearing Cap,CUS-004,2024-07-22,2024-07-29,Rush,28,Completed
JOB-00720,PRD-008,Sensor Bracket,CUS-008,2024-09-06,2024-09-20,Rush,14,Completed
JOB-00721,PRD-001,Hydraulic Valve Body,CUS-004,2024-11-28,2024-12-12,Standard,2,Completed
JOB-00722,PRD-001,Hydraulic Valve Body,CUS-006,2024-01-01,2024-01-15,Rush,7,Completed
JOB-00723,PRD-004,Motor Shaft,CUS-003,2025-05-01,2025-05-08,Rush,7,Completed
JOB-00724,PRD-006,Bearing Cap,CUS-003,2024-07-30,2024-08-13,Rush,1,Completed
JOB-00725,PRD-002,Gear Assembly,CUS-002,2025-06-05,2025-06-12,Rush,1,Completed
JOB-00726,PRD-006,Bearing Cap,CUS-002,2025-07-21,2025-08-04,Rush,7,Completed
JOB-00727,PRD-006,Bearing Cap,CUS-003,2024-07-12,2024-07-26,Standard,1,Completed
JOB-00728,PRD-007,Manifold Block,CUS-006,2025-11-27,2025-12-04,Rush,2,Completed
JOB-00729,PRD-003,Pump Housing,CUS-004,2025-05-26,2025-06-02,Rush,14,Completed
JOB-00730,PRD-003,Pump Housing,CUS-003,2025-02-25,2025-03-11,Rush,14,Completed
JOB-00731,PRD-003,Pump Housing,CUS-001,2025-07-14,2025-07-21,Rush,14,Completed
JOB-00732,PRD-003,Pump Housing,CUS-002,2024-11-12,2024-11-19,Rush,7,Completed
JOB-00733,PRD-008,Sensor Bracket,CUS-004,2024-04-19,2024-05-03,Standard,28,Completed
JOB-00734,PRD-006,Bearing Cap,CUS-002,2024-08-27,2024-08-30,Critical,14,Completed
JOB-00735,PRD-006,Bearing Cap,CUS-004,2025-01-14,2025-01-28,Standard,2,Completed
JOB-00736,PRD-004,Motor Shaft,CUS-005,2025-05-15,2025-05-22,Rush,2,Completed
JOB-00737,PRD-002,Gear Assembly,CUS-007,2024-03-08,2024-03-15,Rush,14,Completed
JOB-00738,PRD-008,Sensor Bracket,CUS-007,2024-08-26,2024-09-09,Standard,2,Completed
JOB-00739,PRD-008,Sensor Bracket,CUS-007,2025-05-16,2025-05-23,Rush,14,Completed
JOB-00740,PRD-002,Gear Assembly,CUS-003,2024-11-18,2024-11-25,Rush,70,Completed
JOB-00741,PRD-008,Sensor Bracket,CUS-005,2024-02-16,2024-03-01,Rush,1,Completed
JOB-00742,PRD-001,Hydraulic Valve Body,CUS-002,2024-05-29,2024-06-12,Standard,1,Completed
JOB-00743,PRD-006,Bearing Cap,CUS-003,2025-06-20,2025-07-04,Rush,70,Completed
JOB-00744,PRD-002,Gear Assembly,CUS-006,2024-05-13,2024-05-27,Standard,14,Completed
JOB-00745,PRD-008,Sensor Bracket,CUS-003,2025-09-09,2025-09-23,Standard,2,Completed
JOB-00746,PRD-007,Manifold Block,CUS-006,2024-05-23,2024-06-06,Standard,28,Completed
JOB-00747,PRD-004,Motor Shaft,CUS-005,2025-08-08,2025-08-11,Critical,28,Completed
JOB-00748,PRD-005,Control Panel Frame,CUS-001,2024-05-16,2024-05-30,Standard,14,Completed
JOB-00749,PRD-007,Manifold Block,CUS-003,2025-12-03,2025-12-10,Rush,14,Completed
JOB-00750,PRD-001,Hydraulic Valve Body,CUS-002,2025-09-03,2025-09-17,Standard,7,Completed
JOB-00751,PRD-005,Control Panel Frame,CUS-004,2025-11-18,2025-11-25,Rush,1,Completed
JOB-00752,PRD-002,Gear Assembly,CUS-005,2024-08-30,2024-09-13,Standard,14,Completed
JOB-00753,PRD-002,Gear Assembly,CUS-005,2024-06-13,2024-06-27,Standard,7,Completed
JOB-00754,PRD-007,Manifold Block,CUS-002,2025-01-14,2025-01-28,Standard,14,Completed
JOB-00755,PRD-007,Manifold Block,CUS-006,2025-06-30,2025-07-14,Rush,28,Completed
JOB-00756,PRD-003,Pump Housing,CUS-008,2025-01-10,2025-01-24,Standard,1,Completed
JOB-00757,PRD-008,Sensor Bracket,CUS-001,2025-01-20,2025-02-03,Standard,14,Completed
JOB-00758,PRD-003,Pump Housing,CUS-002,2024-05-17,2024-05-24,Rush,2,Completed
JOB-00759,PRD-006,Bearing Cap,CUS-004,2025-08-14,2025-08-21,Rush,28,Completed
JOB-00760,PRD-001,Hydraulic Valve Body,CUS-008,2025-08-21,2025-08-28,Rush,7,Completed
JOB-00761,PRD-004,Motor Shaft,CUS-007,2024-04-22,2024-05-06,Rush,14,Completed
JOB-00762,PRD-001,Hydraulic Valve Body,CUS-002,2024-07-29,2024-08-12,Standard,14,Completed
JOB-00763,PRD-008,Sensor Bracket,CUS-004,2024-08-27,2024-09-10,Standard,7,Completed
JOB-00764,PRD-004,Motor Shaft,CUS-002,2025-08-28,2025-09-11,Standard,14,Completed
JOB-00765,PRD-007,Manifold Block,CUS-005,2024-07-30,2024-08-13,Standard,14,Completed
JOB-00766,PRD-006,Bearing Cap,CUS-002,2024-04-04,2024-04-11,Rush,14,Completed
JOB-00767,PRD-007,Manifold Block,CUS-005,2025-04-10,2025-04-17,Rush,28,Completed
JOB-00768,PRD-008,Sensor Bracket,CUS-007,2024-01-17,2024-01-24,Rush,70,Completed
JOB-00769,PRD-002,Gear Assembly,CUS-002,2024-07-30,2024-08-13,Rush,7,Completed
JOB-00770,PRD-002,Gear Assembly,CUS-005,2024-05-23,2024-06-06,Standard,14,Completed
JOB-00771,PRD-006,Bearing Cap,CUS-007,2025-01-13,2025-01-20,Rush,1,Completed
JOB-00772,PRD-008,Sensor Bracket,CUS-001,2025-11-07,2025-11-21,Standard,28,Completed
JOB-00773,PRD-003,Pump Housing,CUS-007,2024-07-24,2024-08-07,Rush,14,Completed
JOB-00774,PRD-001,Hydraulic Valve Body,CUS-004,2025-04-18,2025-05-02,Standard,7,Completed
JOB-00775,PRD-001,Hydraulic Valve Body,CUS-006,2025-01-20,2025-01-27,Rush,1,Completed
JOB-00776,PRD-001,Hydraulic Valve Body,CUS-005,2025-03-10,2025-03-24,Standard,28,Completed
JOB-00777,PRD-005,Control Panel Frame,CUS-004,2024-05-20,2024-05-27,Rush,7,Completed
JOB-00778,PRD-003,Pump Housing,CUS-006,2025-09-25,2025-10-09,Rush,14,Completed
JOB-00779,PRD-005,Control Panel Frame,CUS-004,2024-05-07,2024-05-14,Rush,2,Completed
JOB-00780,PRD-008,Sensor Bracket,CUS-008,2025-08-05,2025-08-19,Rush,70,Completed
JOB-00781,PRD-006,Bearing Cap,CUS-002,2024-08-14,2024-08-21,Rush,2,Completed
JOB-00782,PRD-005,Control Panel Frame,CUS-003,2025-07-31,2025-08-07,Rush,2,Completed
JOB-00783,PRD-001,Hydraulic Valve Body,CUS-001,2024-10-14,2024-10-28,Standard,28,Completed
JOB-00784,PRD-004,Motor Shaft,CUS-006,2024-03-12,2024-03-26,Standard,70,Completed
JOB-00785,PRD-004,Motor Shaft,CUS-007,2025-10-27,2025-11-10,Standard,2,Completed
JOB-00786,PRD-002,Gear Assembly,CUS-006,2024-12-11,2024-12-25,Standard,7,Completed
JOB-00787,PRD-008,Sensor Bracket,CUS-008,2024-09-10,2024-09-24,Rush,14,Completed
JOB-00788,PRD-006,Bearing Cap,CUS-002,2025-01-03,2025-01-17,Standard,28,Completed
JOB-00789,PRD-005,Control Panel Frame,CUS-003,2024-03-11,2024-03-25,Standard,7,Completed
JOB-00790,PRD-004,Motor Shaft,CUS-004,2024-11-18,2024-11-25,Rush,14,Completed
JOB-00791,PRD-005,Control Panel Frame,CUS-001,2024-01-29,2024-02-05,Rush,14,Completed
JOB-00792,PRD-008,Sensor Bracket,CUS-001,2024-09-04,2024-09-11,Rush,14,Completed
JOB-00793,PRD-004,Motor Shaft,CUS-005,2025-03-12,2025-03-26,Standard,28,Completed
JOB-00794,PRD-007,Manifold Block,CUS-008,2025-05-14,2025-05-17,Critical,14,Completed
JOB-00795,PRD-005,Control Panel Frame,CUS-007,2025-03-07,2025-03-21,Standard,2,Completed
JOB-00796,PRD-002,Gear Assembly,CUS-005,2025-06-19,2025-07-03,Rush,70,Completed
JOB-00797,PRD-005,Control Panel Frame,CUS-002,2025-11-20,2025-11-27,Rush,28,Completed
JOB-00798,PRD-006,Bearing Cap,CUS-005,2025-04-09,2025-04-12,Critical,28,Completed
JOB-00799,PRD-005,Control Panel Frame,CUS-004,2025-03-03,2025-03-10,Rush,1,Completed
JOB-00800,PRD-003,Pump Housing,CUS-001,2024-12-10,2024-12-17,Rush,2,Completed
JOB-00801,PRD-007,Manifold Block,CUS-001,2024-07-18,2024-07-25,Rush,14,Completed
JOB-00802,PRD-008,Sensor Bracket,CUS-007,2025-01-06,2025-01-09,Critical,1,Completed
JOB-00803,PRD-007,Manifold Block,CUS-004,2024-02-20,2024-03-05,Standard,70,Completed
JOB-00804,PRD-006,Bearing Cap,CUS-008,2024-11-13,2024-11-27,Rush,7,Completed
JOB-00805,PRD-006,Bearing Cap,CUS-003,2024-08-30,2024-09-13,Standard,14,Completed
JOB-00806,PRD-005,Control Panel Frame,CUS-005,2024-07-02,2024-07-16,Rush,28,Completed
JOB-00807,PRD-003,Pump Housing,CUS-002,2025-04-24,2025-04-27,Critical,7,Completed
JOB-00808,PRD-004,Motor Shaft,CUS-007,2025-03-14,2025-03-28,Rush,7,Completed
JOB-00809,PRD-006,Bearing Cap,CUS-008,2025-02-25,2025-03-11,Standard,14,Completed
JOB-00810,PRD-002,Gear Assembly,CUS-008,2024-04-10,2024-04-24,Standard,14,Completed
JOB-00811,PRD-004,Motor Shaft,CUS-005,2025-06-30,2025-07-14,Rush,7,Completed
JOB-00812,PRD-007,Manifold Block,CUS-003,2024-08-02,2024-08-16,Standard,14,Completed
JOB-00813,PRD-004,Motor Shaft,CUS-003,2025-10-16,2025-10-30,Standard,70,Completed
JOB-00814,PRD-006,Bearing Cap,CUS-002,2024-09-13,2024-09-20,Rush,7,Completed
JOB-00815,PRD-008,Sensor Bracket,CUS-006,2024-09-10,2024-09-24,Standard,2,Completed
JOB-00816,PRD-001,Hydraulic Valve Body,CUS-004,2025-01-27,2025-02-10,Rush,7,Completed
JOB-00817,PRD-003,Pump Housing,CUS-008,2024-08-14,2024-08-21,Rush,7,Completed
JOB-00818,PRD-002,Gear Assembly,CUS-007,2025-09-12,2025-09-26,Rush,2,Completed
JOB-00819,PRD-007,Manifold Block,CUS-007,2025-11-13,2025-11-27,Standard,2,Completed
JOB-00820,PRD-001,Hydraulic Valve Body,CUS-006,2024-10-11,2024-10-25,Standard,14,Completed
JOB-00821,PRD-001,Hydraulic Valve Body,CUS-001,2024-09-30,2024-10-03,Critical,7,Completed
JOB-00822,PRD-001,Hydraulic Valve Body,CUS-004,2024-12-20,2024-12-27,Rush,70,Completed
JOB-00823,PRD-006,Bearing Cap,CUS-007,2024-05-27,2024-06-10,Standard,2,Completed
JOB-00824,PRD-005,Control Panel Frame,CUS-005,2024-03-05,2024-03-19,Standard,1,Completed
JOB-00825,PRD-005,Control Panel Frame,CUS-007,2025-04-28,2025-05-12,Standard,28,Completed
JOB-00826,PRD-003,Pump Housing,CUS-006,2025-12-02,2025-12-16,Standard,28,Completed
JOB-00827,PRD-004,Motor Shaft,CUS-001,2025-07-31,2025-08-14,Standard,7,Completed
JOB-00828,PRD-004,Motor Shaft,CUS-004,2024-07-05,2024-07-19,Standard,2,Completed
JOB-00829,PRD-001,Hydraulic Valve Body,CUS-002,2024-08-29,2024-09-12,Standard,2,Completed
JOB-00830,PRD-006,Bearing Cap,CUS-007,2024-02-22,2024-03-07,Standard,14,Completed
JOB-00831,PRD-005,Control Panel Frame,CUS-001,2024-03-08,2024-03-15,Rush,7,Completed
JOB-00832,PRD-002,Gear Assembly,CUS-001,2024-01-29,2024-02-12,Standard,7,Completed
JOB-00833,PRD-002,Gear Assembly,CUS-002,2025-06-27,2025-07-11,Standard,1,Completed
JOB-00834,PRD-005,Control Panel Frame,CUS-004,2024-08-06,2024-08-20,Standard,7,Completed
JOB-00835,PRD-001,Hydraulic Valve Body,CUS-005,2024-05-23,2024-06-06,Standard,70,Completed
JOB-00836,PRD-003,Pump Housing,CUS-002,2024-05-29,2024-06-12,Standard,14,Completed
JOB-00837,PRD-005,Control Panel Frame,CUS-008,2024-05-30,2024-06-13,Standard,7,Completed
JOB-00838,PRD-004,Motor Shaft,CUS-004,2025-01-10,2025-01-24,Standard,2,Completed
JOB-00839,PRD-006,Bearing Cap,CUS-003,2025-02-26,2025-03-12,Rush,7,Completed
JOB-00840,PRD-001,Hydraulic Valve Body,CUS-008,2024-10-23,2024-11-06,Standard,7,Completed
JOB-00841,PRD-006,Bearing Cap,CUS-002,2024-01-18,2024-02-01,Rush,28,Completed
JOB-00842,PRD-002,Gear Assembly,CUS-003,2025-12-08,2025-12-15,Rush,28,Completed
JOB-00843,PRD-002,Gear Assembly,CUS-002,2024-04-16,2024-04-23,Rush,70,Completed
JOB-00844,PRD-005,Control Panel Frame,CUS-005,2025-10-15,2025-10-22,Rush,70,Completed
JOB-00845,PRD-005,Control Panel Frame,CUS-003,2024-05-22,2024-06-05,Standard,70,Completed
JOB-00846,PRD-001,Hydraulic Valve Body,CUS-006,2025-05-29,2025-06-01,Critical,70,Completed
JOB-00847,PRD-007,Manifold Block,CUS-001,2024-05-15,2024-05-22,Rush,1,Completed
JOB-00848,PRD-001,Hydraulic Valve Body,CUS-006,2024-08-30,2024-09-02,Critical,2,Completed
JOB-00849,PRD-006,Bearing Cap,CUS-002,2025-01-17,2025-01-24,Rush,7,Completed
JOB-00850,PRD-006,Bearing Cap,CUS-002,2024-09-18,2024-09-25,Rush,14,Completed
JOB-00851,PRD-007,Manifold Block,CUS-005,2025-10-15,2025-10-29,Standard,1,Completed
JOB-00852,PRD-007,Manifold Block,CUS-007,2025-11-14,2025-11-21,Rush,28,Completed
JOB-00853,PRD-003,Pump Housing,CUS-003,2024-03-25,2024-04-08,Rush,14,Completed
JOB-00854,PRD-002,Gear Assembly,CUS-008,2025-11-21,2025-12-05,Standard,14,Completed
JOB-00855,PRD-003,Pump Housing,CUS-001,2025-05-28,2025-06-04,Rush,2,Completed
JOB-00856,PRD-003,Pump Housing,CUS-002,2025-11-28,2025-12-12,Standard,7,Completed
JOB-00857,PRD-007,Manifold Block,CUS-005,2024-03-29,2024-04-12,Rush,2,Completed
JOB-00858,PRD-006,Bearing Cap,CUS-006,2024-11-15,2024-11-29,Standard,28,Completed
JOB-00859,PRD-002,Gear Assembly,CUS-008,2024-12-20,2025-01-03,Rush,14,Completed
JOB-00860,PRD-006,Bearing Cap,CUS-003,2025-07-04,2025-07-18,Rush,14,Completed
JOB-00861,PRD-001,Hydraulic Valve Body,CUS-008,2024-08-12,2024-08-26,Standard,7,Completed
JOB-00862,PRD-008,Sensor Bracket,CUS-008,2024-04-16,2024-04-23,Rush,7,Completed
JOB-00863,PRD-006,Bearing Cap,CUS-001,2025-01-31,2025-02-14,Standard,7,Completed
JOB-00864,PRD-004,Motor Shaft,CUS-007,2025-06-25,2025-07-09,Standard,28,Completed
JOB-00865,PRD-004,Motor Shaft,CUS-008,2025-09-26,2025-10-10,Standard,28,Completed
JOB-00866,PRD-002,Gear Assembly,CUS-006,2025-10-01,2025-10-08,Rush,2,Completed
